NDVI,EVI,RED,SWIR,Area,Biomass
0.44438747,0.36660796,0.10722727,0.20492727,250000,38.3264964
-0.3406575,-0.133644706,0.111716665,0.0441,250000,-55.8789
-0.2932729,-0.120878095,0.117,0.047333334,250000,-50.192748
0.5866946,0.422158779,0.07675,0.1521,250000,55.403352
-0.3031206,-0.119787947,0.11303333,0.044416666,250000,-51.374472
-0.290808,-0.105505116,0.10945,0.04355,250000,-49.89696
-0.25666136,-0.079367101,0.10965,0.04695,250000,-45.7993632
0.17577204,0.153896678,0.14954999,0.20205,250000,6.0926448
0.56011885,0.55095557,0.10756667,0.22306667,250000,52.214262
0.5324535,0.4260958,0.0943,0.22818333,250000,48.89442
0.39017048,0.277103905,0.10208,0.1854,250000,31.8204576
0.30135006,0.219291486,0.117740005,0.20176,250000,21.1620072
0.1886948,0.130043717,0.12575,0.19575,250000,7.643376
0.22605222,0.129685431,0.10955,0.22716667,250000,12.1262664
0.22905499,0.133158357,0.10935,0.2373,250000,12.4865988
0.49154595,0.364494741,0.09443334,0.13055,250000,43.985514
0.53994703,0.42523156,0.08963333,0.1164,250000,49.7936436
-0.17270997,-0.064324155,0.11045,0.052116666,250000,-35.7251964
0.47279704,0.339329848,0.09205,0.12913333,250000,41.7356448
0.15171303,0.127084421,0.17146,0.29652,250000,3.2055636
0.4306406,0.414873103,0.13911667,0.26998332,250000,36.676872
0.16754416,0.128994859,0.153375,0.28065,250000,5.1052992
0.32162574,0.228794547,0.119279996,0.25612,250000,23.5950888
0.3757837,0.303239226,0.12752,0.24674,250000,30.094044
0.4975359,0.421249678,0.10588333,0.2274,250000,44.704308
0.3581515,0.25689723,0.11641666,0.24736667,250000,27.97818
0.2569814,0.188414889,0.14296,0.34482,250000,15.837768
0.50384235,0.376189002,0.089028575,0.2108,250000,45.461082
0.5337362,0.446043856,0.098699994,0.22941667,250000,49.048344
0.45770064,0.390830876,0.11048333,0.23674166,250000,39.9240768
-0.33011767,-0.132812995,0.11733333,0.04405,250000,-54.6141204
0.004871624,0.002453623,0.11825,0.11601666,250000,-14.41540517
-0.25304645,-0.099797427,0.110416666,0.04815,250000,-45.365574
-0.27867055,-0.115710409,0.1151,0.0442,250000,-48.440466
-0.265958,-0.110261641,0.116333336,0.043766666,250000,-46.91496
-0.2748184,-0.107802786,0.11326666,0.044,250000,-47.978208
-0.2642448,-0.104641287,0.11305,0.0461,250000,-46.709376
